Article_Name	Revision_Tag	Revision_Length	BLEU_Score	Section_Src	Line_No_Src	Source_Line	Section_Tgt	Line_No_Tgt	Target_Line	edit_distance
Apply_Nail_Polish_Neatly.txt	Inside_Revisions	2	0.743	### Preparing Your Nails for Polish	7459	Locate nail clippers, emery board, and a gentle buffer.	### Preparing Your Nails for Polish	7580	Locate nail clippers, emery board and a gentle buffer.	1
Beat_Alien_Hominid.txt	Begin_Revisions	2	0.36700000000000005	Intro	5	a very hard hit flash game.	## Section::::Things You'll Need.	42	Alien Hominid is a very hard flash game.	21
Beat_Alien_Hominid.txt	Inside_Revisions	2	0.6990000000000001	## Section::::Things You'll Need.	79	Alien Hominid is a very hard flash game.	## Section::::Related wikiHows.	121	Alien Hominid is a very hard flash game on Newgrounds.	14
Beat_Alien_Hominid.txt	Begin_Revisions	2	0.377	## Tips	19	if ur getting mad stop and play something else	## Tips	56	If you're getting mad, stop and play something else.	7
Beat_Alien_Hominid.txt	Inside_Revisions	2	0.57	## Tips	325	If you're getting mad, stop and play something else.	## Tips	363	If you're getting angry with the game, stop and play something else.	18
Beat_Alien_Hominid.txt	Begin_Revisions	2	0.517	## Warnings	26	dont click any of the ads	## Warnings	63	Don't click any of the ads.	3
Beat_Alien_Hominid.txt	Inside_Revisions	2	0.7070000000000001	## Warnings	329	Don't click any of the ads.	## Warnings	367	Don't click any of the advertisements.	11
Beat_Alien_Hominid.txt	Begin_Revisions	2	0.762	## Warnings	99	Don't get mad and break your computer, it's only a game.	## Warnings	139	Don't get mad and break your computer or console, it's only a game.	11
Beat_Alien_Hominid.txt	Inside_Revisions	2	0.733	## Warnings	330	Don't get mad and break your computer or console, it's only a game.	## Warnings	368	Don't get mad and break your computer or console; after all it's only a game.	11
Be_Green_at_Home.txt	Begin_Revisions	2	0.752	## Steps	15	(www.peopletree.co.uk) Not only is it inproving our health and enviroment but also those families who grow the cotton in LEDC's.	## Steps	40	(www.peopletree.co.uk) Not only is it improving our health and environment but also those families who grow the cotton in LEDC's.	2
Be_Green_at_Home.txt	Inside_Revisions	2	0.778	## Steps	231	(www.peopletree.co.uk) Not only is it improving our health and environment but also those families who grow the cotton in LEDC's.	## Steps	259	Not only is it improving our health and environment but also those families who grow the cotton in LEDCs.	24
Be_Green_at_Home.txt	Begin_Revisions	2	0.524	## Steps	254	Organic means no toxic pesticides which are in fact carcinogenic.	## Steps	279	Organic means no toxic pesticides which are in fact carcinogenic as well as dangerous in our enviroment.	39
Be_Green_at_Home.txt	Inside_Revisions	2	0.892	## Steps	429	Organic means no toxic pesticides which are in fact carcinogenic as well as dangerous in our enviroment.	## Steps	454	Organic means no toxic pesticides which are in fact carcinogenic as well as dangerous in our environment.	1
Begin_to_Recover_from_the_Death_of_a_Dear_Friend.txt	Begin_Revisions	2	0.894	## Section::::Tips.	46	There is no returning from death and your heart is broken, you cant stop crying and you feel like you ahve become a zombie.	## Section::::Tips.	86	There is no returning from death and your heart is broken, you cant stop crying and you feel like you have become a zombie.	2
Begin_to_Recover_from_the_Death_of_a_Dear_Friend.txt	Inside_Revisions	2	0.8590000000000001	## Section::::Tips.	126	There is no returning from death and your heart is broken, you cant stop crying and you feel like you have become a zombie.	## Section::::Tips.	166	There is no returning from death and your heart is broken, you can't stop crying and you feel like you have become a zombie.	1
Begin_to_Recover_from_the_Death_of_a_Dear_Friend.txt	Begin_Revisions	2	0.8	## Steps	67	Someday you will begin to hurt al little less and that is ok too.	## Steps	107	Someday you will begin to hurt all little less and that is OK too.	3
Begin_to_Recover_from_the_Death_of_a_Dear_Friend.txt	Inside_Revisions	2	0.8	## Steps	147	Someday you will begin to hurt all little less and that is OK too.	## Steps	187	Someday you will begin to hurt a little less and that is OK too.	2
Bend_Acrylic.txt	Begin_Revisions	2	0.904	### Bending Acrylic with a Heat Gun	279	A china-graph pencil or permanent marker works well, but the marker will not be able to be removed.	### Bending Acrylic with a Heat Gun	365	A Chinagraph pencil or permanent marker works well, but the marker will not be able to be removed.	2
Bend_Acrylic.txt	Inside_Revisions	2	0.857	### Bending Acrylic with a Heat Gun	1203	A Chinagraph pencil or permanent marker works well, but the marker will not be able to be removed.	### Bending Acrylic with a Heat Gun	1297	A China graph pencil or permanent marker works well, but the marker will not be able to be removed.	1
Bend_Acrylic.txt	Begin_Revisions	2	0.76	### Bending Acrylic with a Strip Heater	480	A jig, which is a box or frame meant for holding holding a material and guiding a machine tool to the material	### Bending Acrylic with a Heat Gun	552	A jig is a box or frame meant for holding a material and guiding a machine tool to the material.	16
Bend_Acrylic.txt	Inside_Revisions	2	0.838	### Bending Acrylic with a Heat Gun	1488	A jig is a box or frame meant for holding a material and guiding a machine tool to the material.	### Bending Acrylic with a Strip Heater	1602	A jig, which is a box or frame meant for holding a material and guiding a machine tool to the material	8
Become_an_Advocate_for_the_Elderly.txt	Begin_Revisions	2	0.722	## Section::::Sources and Citations.	350	Advocates for the elderly examine issues that pose challenges for older adults and strive to improve conditions by appealing to legislative officials.	Intro	407	Advocates for the elderly examine issues that pose challenges for older adults and strive to improve conditions.	38
Become_an_Advocate_for_the_Elderly.txt	Inside_Revisions	2	0.8190000000000001	Intro	407	Advocates for the elderly examine issues that pose challenges for older adults and strive to improve conditions.	Intro	475	Advocates for the elderly examine issues that pose challenges for older adults and strive to improve their living conditions.	13
Build_a_Simple_Nest_Box_for_Garden_Birds.txt	Begin_Revisions	2	0.436	## Steps	40	"For a small box cut a 4"" board the same length as a 6"" board is wide for the bottom."	## Steps	55	"For a small box cut a 4"" wide board 6"" long for the bottom."	33
Build_a_Simple_Nest_Box_for_Garden_Birds.txt	Inside_Revisions	2	0.306	## Steps	55	"For a small box cut a 4"" wide board 6"" long for the bottom."	## Steps	90	"For a large box cut a 6"" wide board 8"" long for the base."	12
Build_a_Simple_Nest_Box_for_Garden_Birds.txt	Begin_Revisions	2	0.39799999999999996	## Steps	40	"Cut four 6"" boards 12 "" long."	## Steps	56	"Cut four 6"" wide boards 12 "" long for the sides."	19
Build_a_Simple_Nest_Box_for_Garden_Birds.txt	Inside_Revisions	2	0.445	## Steps	56	"Cut four 6"" wide boards 12 "" long for the sides."	## Steps	90	"Cut four 8 inch boards 15"" long for the sides."	8
Build_a_Simple_Nest_Box_for_Garden_Birds.txt	Begin_Revisions	2	0.36700000000000005	## Steps	40	"Drill a 1.5"" hole in flashing and wood.. Do NOT attach the base to the backboard."	## Steps	59	"Drill a 1.5"" hole in flashing and wood."	42
Build_a_Simple_Nest_Box_for_Garden_Birds.txt	Inside_Revisions	2	0.578	## Steps	331	"Drill a 1.5"" hole in flashing and wood."	## Steps	366	"Drill a 1.5"" (3.8cm) hole in flashing and wood."	8
Build_a_Simple_Nest_Box_for_Garden_Birds.txt	Begin_Revisions	2	0.436	## Steps	63	"For a large box cut a 6"" board the same length as the 8"" board is wide for the base."	## Steps	90	"For a large box cut a 6"" wide board 8"" long for the base."	35
Build_a_Simple_Nest_Box_for_Garden_Birds.txt	Inside_Revisions	2	0.56	## Tips	340	"For a large box cut a 6"" wide board 8"" long for the base."	## Tips	375	"For a large box cut a 6"" (15cm) wide board 8"" (20cm) long for the base."	14
Build_a_Simple_Nest_Box_for_Garden_Birds.txt	Begin_Revisions	2	0.44799999999999995	## Steps	63	"Cut 4 8 inch boards 15"" long."	## Steps	90	"Cut four 8 inch boards 15"" long for the sides."	18
Build_a_Simple_Nest_Box_for_Garden_Birds.txt	Inside_Revisions	2	0.40299999999999997	## Tips	340	"Cut four 8 inch boards 15"" long for the sides."	## Tips	375	"Cut four 8 inch (20cm) boards 15"" (38cm) long for the sides."	14
Act_Around_a_Friend_You_Hooked_Up_With.txt	Begin_Revisions	2	0.595	## Steps	442	If they look at you, chances are, they need to talk as badly as you do.	## Steps	487	' If they look your way frequently, chances are they need to talk as badly as you do.	19
Act_Around_a_Friend_You_Hooked_Up_With.txt	Inside_Revisions	2	0.9490000000000001	## Steps	487	' If they look your way frequently, chances are they need to talk as badly as you do.	## Steps	530	If they look your way frequently, chances are they need to talk as badly as you do.	2
Act_Around_a_Friend_You_Hooked_Up_With.txt	Begin_Revisions	2	0.66	## Tips	455	If alcohol or poor judgment was involved you should contact the person within 24 hours to discuss what happened.	## Tips	498	If alcohol or poor judgment was involved 'it is necessary' to contact the person within 24 hours to discuss what happened.	18
Act_Around_a_Friend_You_Hooked_Up_With.txt	Inside_Revisions	2	0.7659999999999999	## Tips	2947	If alcohol or poor judgment was involved 'it is necessary' to contact the person within 24 hours to discuss what happened.	## Tips	2984	If alcohol or poor judgment was involved it is necessary to contact the person within 24 hours to discuss what happened.	2
Act_Around_a_Friend_You_Hooked_Up_With.txt	Begin_Revisions	2	0.946	## Steps	488	' This is a good ice breaker and will get a conversation starting between the two of you.	## Steps	531	This is a good ice breaker and will get a conversation starting between the two of you.	2
Act_Around_a_Friend_You_Hooked_Up_With.txt	Inside_Revisions	2	0.7809999999999999	## Steps	2789	This is a good ice breaker and will get a conversation starting between the two of you.	## Steps	2826	This is a good icebreaker and will get a conversation starting between the two of you.	1
Become_a_Wildlife_Rehabilitator.txt	Begin_Revisions	2	0.599	## Steps	101	Be prepared, because the shelter will ask you to get certain vaccinations.	## Steps	153	Be prepared, because the shelter will ask you to get certain vaccinations, and provide the paperwork for them.	36
Become_a_Wildlife_Rehabilitator.txt	Inside_Revisions	2	0.823	## Steps	1998	Be prepared, because the shelter will ask you to get certain vaccinations, and provide the paperwork for them.	### Deciding to Become a Wildlife Rehabilitator	2039	Be prepared, because the rehabilitation center will ask you to get certain vaccinations, and provide the paperwork for them.	16
Become_a_Wildlife_Rehabilitator.txt	Begin_Revisions	2	0.735	## Steps	308	Realize that this is difficult work, yet utilmatly very rewarding.	## Steps	361	Realize that this is difficult work, yet ultimatly very rewarding.	2
Become_a_Wildlife_Rehabilitator.txt	Inside_Revisions	2	0.735	## Steps	415	Realize that this is difficult work, yet ultimatly very rewarding.	## Steps	469	Realize that this is difficult work, yet ultimately very rewarding.	1
Become_a_Wildlife_Rehabilitator.txt	Begin_Revisions	2	0.899	## Steps	417	Most facilities can never have enough volunteers! Most places have limited acception periods, so they can have a trained staff on hand for spring.	## Steps	471	Most facilities can never have enough volunteers! Most places have limited acceptance periods, so they can have a trained staff on hand for spring.	4
Become_a_Wildlife_Rehabilitator.txt	Inside_Revisions	2	0.6559999999999999	### Deciding to Become a Wildlife Rehabilitator	2040	Most facilities can never have enough volunteers! Most places have limited acceptance periods, so they can have a trained staff on hand for spring.	### Deciding to Become a Wildlife Rehabilitator	2083	Most places have limited acceptance periods, so they can have a trained staff on hand for spring.	50
Become_a_Wildlife_Rehabilitator.txt	Begin_Revisions	2	0.327	## Warnings	435	These are wild animals and can injure you.	## Tips	481	Remember that these are wild animals.	33
Become_a_Wildlife_Rehabilitator.txt	Inside_Revisions	2	0.71	## Steps	1997	Keep in contact with them until they have an opening, and always let them know that you are ready to help at any time.	### Working as a Rehabilitator	2056	If you want to work at one particular location, keep in contact with them until they have an opening, and always let them know that you are ready to help at any time.	49
Advertise_Small_Businesses.txt	Begin_Revisions	2	0.693	### Creating a Brand	138	Take photos of your work, inventory, or building.	### Setting Up Your Web Presence	234	Take photos of your work, inventory, or building for promotional use.	20
Advertise_Small_Businesses.txt	Inside_Revisions	2	0.614	### Setting Up Your Web Presence	234	Take photos of your work, inventory, or building for promotional use.	### Setting up Your Web Presence	348	Post photos of your work, inventory, or building.	24
Advertise_Small_Businesses.txt	Begin_Revisions	2	0.871	### Setting up Your Web Presence	345	Share short videos across your social media sites that showcase your storefront, products, or work you’ve performed.	### Marketing on the Web	443	Share photos or short videos across your social media sites that showcase your storefront, products, or work you’ve performed.	10
Advertise_Your_Car_for_Sale_While_Driving.txt	Inside_Revisions	2	0.948	## Steps	79	"There's no point putting up a poster with all the details of your vehicle on, someone passing by will have no chance of seeing it! You need to have a piece of A4 paper with ""FOR SALE"" written in big bold writing in a sharp colour, for example Red, in order to grab peoples attention."	## Steps	96	"There's no point putting up a poster with all the details of your vehicle on, someone passing by will have no chance of seeing it! You need to have a piece of A4 paper with ""FOR SALE"" written in big bold writing in a sharp colour, for example red, in order to grab people's attention."	2
Advertise_Your_Car_for_Sale_While_Driving.txt	Begin_Revisions	2	0.89	## Steps	64	This should be displayed underneath the price, once again in big bold writting, so it can easily be seen by passers by.	## Steps	81	This should be displayed underneath the price, once again in big bold writing, so it can easily be seen by passers by.	1
Advertise_Your_Car_for_Sale_While_Driving.txt	Inside_Revisions	2	0.883	## Steps	81	This should be displayed underneath the price, once again in big bold writing, so it can easily be seen by passers by.	## Steps	98	This should be displayed underneath the price, once again in big bold writing, so it can easily be seen by passers-by.	1
Buy_Your_Own_Business.txt	Begin_Revisions	2	0.867	## Steps	80	)Defining the business you want to buy	## Steps	157	Defining the business you want to buy	1
Buy_Your_Own_Business.txt	Inside_Revisions	2	0.68	## Steps	772	Defining the business you want to buy	## Steps	855	Define the business you want to buy.	4
Buy_Your_Own_Business.txt	Begin_Revisions	2	0.6609999999999999	## Tips	868	Go to www.FranchiseSales.com to see a comprehensive list.	## Tips	919	Go to http://www.FranchiseSales.com to see a comprehensive list.	7
Buy_Your_Own_Business.txt	Inside_Revisions	2	0.588	## Tips	1290	Go to http://www.FranchiseSales.com to see a comprehensive list.	## Tips	1342	Go to http://www.FranchiseSales.com or http://www.franchisegator.co.uk to see a comprehensive list.	35
Be_a_Real_Lover.txt	Begin_Revisions	2	0.862	## Steps	11	There are two types of friends in this situation, the one really wants you to be together with her but eventually does shit thinking he's helping you and the other type is doing shit on purpose.	## Steps	40	There are two types of friends in this situation, the one really wants you to be together with her but eventually does things thinking he's helping you and the other type is doing stuff on purpose.	8
Be_a_Real_Lover.txt	Inside_Revisions	2	0.934	## Steps	55	There are two types of friends in this situation, the one really wants you to be together with her but eventually does things thinking he's helping you and the other type is doing stuff on purpose.	## Steps	70	There are two types of friends in this situation, the one really wants you to be together with her but eventually does dumb things thinking he's helping you and the other type is doing stuff on purpose.	5
Bake_a_Vegan_Christmas_Cake.txt	Begin_Revisions	2	0.527	## Steps	41	Place the cake in its pan on a wire cooling rack to cool.	## Steps	115	Place the cake a wire cooling rack to cool.	14
Bake_a_Vegan_Christmas_Cake.txt	Inside_Revisions	2	0.669	## Steps	1432	Place the cake a wire cooling rack to cool.	## Steps	1508	Place the cake a wire rack to cool.	8
Bake_a_Vegan_Christmas_Cake.txt	Begin_Revisions	2	0.691	## Steps	338	Then turn down the heat to 120ºC and bake for another 30 to 60 minutes.	## Steps	414	Then turn down the heat to 120ºC (250ºF) and bake for another 30 to 60 minutes.	8
Bake_a_Vegan_Christmas_Cake.txt	Inside_Revisions	2	0.6809999999999999	## Steps	1431	Then turn down the heat to 120ºC (250ºF) and bake for another 30 to 60 minutes.	## Steps	1507	Then turn down the heat to 250°F (120ºC) and bake for another 30 to 60 minutes.	7
Buy_Boxes_for_Packing.txt	Begin_Revisions	2	0.8320000000000001	## Steps	661	Many self-storage companies will sell packing and moving supplies, including a variety of cardboard boxes.	### Finding Usable Boxes	714	Many self-storage companies sell packing and moving supplies, including a variety of cardboard boxes.	5
Buy_Boxes_for_Packing.txt	Inside_Revisions	2	0.797	### Finding Usable Boxes	714	Many self-storage companies sell packing and moving supplies, including a variety of cardboard boxes.	### Finding Usable Boxes	771	Many self-storage and moving companies sell packing and moving supplies, including a variety of cardboard boxes.	11
Be_a_Good_Looking_Skater.txt	Begin_Revisions	2	0.6609999999999999	## Warnings	1387	You will pick up lots of girls.	## Warnings	1439	You will pick up lots of girls/boys.	5
Be_a_Good_Looking_Skater.txt	Inside_Revisions	2	0.588	## Warnings	3297	You will pick up lots of girls/boys.	## Warnings	3358	You will pick up a lot of girls/boys.	3
Be_a_Good_Looking_Skater.txt	Begin_Revisions	2	0.8	## Warnings	2595	You may hurt/kill yourself if you try to go into the street to impress somebody.	## Warnings	2650	You may kill yourself if you try to go into the street to impress somebody.	5
Be_a_Good_Looking_Skater.txt	Inside_Revisions	2	0.51	## Warnings	3298	You may kill yourself if you try to go into the street to impress somebody.	## Warnings	3359	You will kill yourself if don't know how to skate and you try to go into the street to impress somebody.	32
Be_a_Good_Looking_Skater.txt	Begin_Revisions	2	0.632	## Tips	3169	all skaters arent punk or goth so dont look like that	## Tips	3230	Skaters aren't punk or goth so dont look like that.	7
Be_a_Good_Looking_Skater.txt	Inside_Revisions	2	0.67	## Tips	3230	Skaters aren't punk or goth so dont look like that.	## Tips	3291	Skaters aren't punk or goth so don't look like that.	1
Be_a_Good_Looking_Skater.txt	Begin_Revisions	2	0.9309999999999999	## Things You'll Need	4529	>confidence because without that, you will never learn to try any new tricks	## Things You'll Need	4580	Confidence because without that, you will never learn to try any new tricks	2
Be_a_Good_Looking_Skater.txt	Inside_Revisions	2	0.7879999999999999	## Things You'll Need	4580	Confidence because without that, you will never learn to try any new tricks	## Things You'll Need	4631	Confidence because without that you will never learn to try any new tricks	1
Be_a_Good_Looking_Skater.txt	Begin_Revisions	2	0.355	## Tips	5182	No one likes a faux-skater.	## Tips	5238	"No one likes a ""poser"" faux-skater."	8
Be_a_Good_Looking_Skater.txt	Inside_Revisions	2	0.326	## Tips	6720	"No one likes a ""poser"" faux-skater."	## Tips	6776	No one likes a freak.	16
Be_a_Good_Looking_Skater.txt	Begin_Revisions	2	0.85	## Tips	6778	Even if you are going to try a new ramp, dont ride down it on your skateboard on your ass because you will look like a poser and an idiot.	## Tips	6834	Even if you are going to try a new ramp, dont ride down it on your skateboard on your ass because you will look like an idiot.	12
Be_a_Good_Looking_Skater.txt	Inside_Revisions	2	0.8740000000000001	## Tips	7723	Even if you are going to try a new ramp, dont ride down it on your skateboard on your ass because you will look like an idiot.	## Tips	7775	Even if you are going to try a new ramp, don't ride down it on your skateboard on your ass because you will look like an idiot.	1
Be_a_Good_Looking_Skater.txt	Begin_Revisions	2	0.599	## Warnings	7573	Don't start skating just because you like the shoes or the clothes.	## Warnings	7630	Don't start skating just because you like the shoes or the clothes, that automaticaly makes you a poser.	37
Be_a_Good_Looking_Skater.txt	Inside_Revisions	2	0.866	## Warnings	7779	Don't start skating just because you like the shoes or the clothes, that automaticaly makes you a poser.	## Warnings	7831	Don't start skating just because you like the shoes or the clothes, that automatically makes you a poser.	1
Become_a_Blood_Sister_Without_Blood.txt	Begin_Revisions	2	0.815	## Steps	25	Buy a markers that are simular (or the same) as your soul color.	## Steps	41	Buy a markers that are similar (or the same) as your soul color.	1
Become_a_Blood_Sister_Without_Blood.txt	Inside_Revisions	2	0.8809999999999999	## Steps	143	Buy a markers that are similar (or the same) as your soul color.	## Steps	168	Buy markers that are similar (or the same) as your soul color.	2
Build_a_Professional_Looking_Website_For_Free.txt	Begin_Revisions	2	0.7070000000000001	## Things You'll Need	62	paper and pencile or pen for navagation bar ideas!	## Things You'll Need	96	paper and pencil or pen for navagation bar ideas!	1
